itemsets,count,support
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Tax', 'Housing', 'Groceries'})",4.0,0.0000000455
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",7.0,0.0000000797
"frozenset({'Clothing', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",485.0,0.0000055200
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Health', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",172.0,0.0000019576
"frozenset({'Clothing', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",63.0,0.0000007170
"frozenset({'Clothing', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",31.0,0.0000003528
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",2.0,0.0000000228
"frozenset({'Gambling', 'Education', 'Health', 'Entertainment', 'Housing', 'Groceries'})",112.0,0.0000012747
"frozenset({'Gambling', 'Education', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",236.0,0.0000026860
"frozenset({'Gambling', 'Education', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",538.0,0.0000061233
"frozenset({'Education', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",72.0,0.0000008195
"frozenset({'Education', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",143.0,0.0000016276
"frozenset({'Education', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",600.0,0.0000068289
"frozenset({'Education', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",228.0,0.0000025950
"frozenset({'Education', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",601.0,0.0000068403
"frozenset({'Education', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",1100.0,0.0000125197
"frozenset({'Clothing', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",104.0,0.0000011837
"frozenset({'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",244.0,0.0000027771
"frozenset({'Clothing', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",766.0,0.0000087183
"frozenset({'Clothing', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",1401.0,0.0000159455
"frozenset({'Clothing', 'Education', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",48.0,0.0000005463
"frozenset({'Clothing', 'Education', 'Health', 'Motor/Travel', 'Housing', 'Tax'})",10.0,0.0000001138
"frozenset({'Clothing', 'Education', 'Savings', 'Motor/Travel', 'Housing', 'Tax'})",5.0,0.0000000569
"frozenset({'Clothing', 'Fines', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",23.0,0.0000002618
"frozenset({'Clothing', 'Fines', 'Health', 'Savings', 'Entertainment', 'Groceries'})",3.0,0.0000000341
"frozenset({'Clothing', 'Fines', 'Health', 'Entertainment', 'Motor/Travel', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Gambling', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",1479.0,0.0000168333
"frozenset({'Clothing', 'Gambling', 'Health', 'Savings', 'Entertainment', 'Groceries'})",138.0,0.0000015707
"frozenset({'Clothing', 'Gambling', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",420.0,0.0000047802
"frozenset({'Clothing', 'Gambling', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",162.0,0.0000018438
"frozenset({'Clothing', 'Gambling', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",429.0,0.0000048827
"frozenset({'Clothing', 'Gambling', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",727.0,0.0000082744
"frozenset({'Clothing', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",743.0,0.0000084565
"frozenset({'Clothing', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",294.0,0.0000033462
"frozenset({'Clothing', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",811.0,0.0000092304
"frozenset({'Clothing', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",261.0,0.0000029706
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",11.0,0.0000001252
"frozenset({'Education', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",602.0,0.0000068517
"frozenset({'Education', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",496.0,0.0000056452
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",169.0,0.0000019235
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",72.0,0.0000008195
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",12.0,0.0000001366
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",28.0,0.0000003187
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",72.0,0.0000008195
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",133.0,0.0000015137
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",30.0,0.0000003414
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Motor/Travel'})",16.0,0.0000001821
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Tax'})",12.0,0.0000001366
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Motor/Travel', 'Tax'})",25.0,0.0000002845
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",9.0,0.0000001024
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",21.0,0.0000002390
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Tax'})",8.0,0.0000000911
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",17.0,0.0000001935
"frozenset({'Clothing', 'Gambling', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Groceries'})",11.0,0.0000001252
"frozenset({'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",112.0,0.0000012747
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel'})",21.0,0.0000002390
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Gambling'})",31.0,0.0000003528
"frozenset({'Education', 'Health', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",58.0,0.0000006601
"frozenset({'Education', 'Health', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",151.0,0.0000017186
"frozenset({'Education', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",67.0,0.0000007626
"frozenset({'Gambling', 'Education', 'Health', 'Motor/Travel', 'Housing', 'Groceries'})",34.0,0.0000003870
"frozenset({'Gambling', 'Education', 'Health', 'Savings', 'Motor/Travel', 'Groceries'})",22.0,0.0000002504
"frozenset({'Gambling', 'Education', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",60.0,0.0000006829
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Gambling', 'Motor/Travel'})",65.0,0.0000007398
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Gambling', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Health', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",83.0,0.0000009447
"frozenset({'Gambling', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",202.0,0.0000022991
"frozenset({'Gambling', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",445.0,0.0000050648
"frozenset({'Gambling', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",759.0,0.0000086386
"frozenset({'Gambling', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",154.0,0.0000017528
"frozenset({'Gambling', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",280.0,0.0000031868
"frozenset({'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",950.0,0.0000108125
"frozenset({'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",326.0,0.0000037104
"frozenset({'Education', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",40.0,0.0000004553
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Entertainment', 'Tax'})",735.0,0.0000083654
"frozenset({'Gambling', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",667.0,0.0000075915
"frozenset({'Gambling', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",1036.0,0.0000117913
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Tax', 'Groceries'})",684.0,0.0000077850
"frozenset({'Gambling', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Groceries'})",1042.0,0.0000118596
"frozenset({'Gambling', 'Bills and Utilities', 'Savings', 'Housing', 'Groceries'})",127.0,0.0000014455
"frozenset({'Gambling', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",457.0,0.0000052014
"frozenset({'Gambling', 'Bills and Utilities', 'Tax', 'Housing', 'Groceries'})",360.0,0.0000040974
"frozenset({'Gambling', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries'})",840.0,0.0000095605
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Savings', 'Groceries'})",287.0,0.0000032665
"frozenset({'Gambling', 'Bills and Utilities', 'Motor/Travel', 'Groceries', 'Tax'})",1898.0,0.0000216021
"frozenset({'Bills and Utilities', 'Health', 'Tax', 'Housing', 'Gambling'})",82.0,0.0000009333
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Gambling'})",177.0,0.0000020145
"frozenset({'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Gambling'})",112.0,0.0000012747
"frozenset({'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Groceries'})",2172.0,0.0000247207
"frozenset({'Bills and Utilities', 'Health', 'Tax', 'Housing', 'Groceries'})",783.0,0.0000089117
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries'})",1646.0,0.0000187340
"frozenset({'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Gambling'})",236.0,0.0000026860
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Housing', 'Groceries'})",369.0,0.0000041998
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",2679.0,0.0000304911
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Tax'})",494.0,0.0000056225
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries'})",4854.0,0.0000552460
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Tax'})",11542.0,0.0001313656
"frozenset({'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",16859.0,0.0001918812
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",2255.0,0.0000256654
"frozenset({'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",6092.0,0.0000693363
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",14076.0,0.0001602064
"frozenset({'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",31050.0,0.0003533965
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",3963.0,0.0000451050
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Motor/Travel'})",3930.0,0.0000447294
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Tax'})",1430.0,0.0000162756
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Motor/Travel'})",3176.0,0.0000361477
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Motor/Travel', 'Tax'})",7380.0,0.0000839957
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Tax'})",826.0,0.0000094011
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",1489.0,0.0000169471
"frozenset({'Bills and Utilities', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",3831.0,0.0000436026
"frozenset({'Bills and Utilities', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",3954.0,0.0000450026
"frozenset({'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",755.0,0.0000085931
"frozenset({'Bills and Utilities', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",1977.0,0.0000225013
"frozenset({'Bills and Utilities', 'Savings', 'Tax', 'Housing', 'Groceries'})",264.0,0.0000030047
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Tax'})",433.0,0.0000049282
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Motor/Travel'})",1522.0,0.0000173227
"frozenset({'Clothing', 'Education', 'Entertainment', 'Motor/Travel', 'Tax'})",2307.0,0.0000262572
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Tax'})",377.0,0.0000042908
"frozenset({'Clothing', 'Gambling', 'Education', 'Health', 'Groceries'})",348.0,0.0000039608
"frozenset({'Clothing', 'Gambling', 'Education', 'Motor/Travel', 'Groceries'})",905.0,0.0000103003
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Groceries'})",120.0,0.0000013658
"frozenset({'Clothing', 'Education', 'Health', 'Motor/Travel', 'Gambling'})",223.0,0.0000025381
"frozenset({'Clothing', 'Education', 'Savings', 'Motor/Travel', 'Gambling'})",87.0,0.0000009902
"frozenset({'Clothing', 'Education', 'Health', 'Housing', 'Groceries'})",220.0,0.0000025039
"frozenset({'Clothing', 'Education', 'Health', 'Motor/Travel', 'Groceries'})",1767.0,0.0000201112
"frozenset({'Clothing', 'Education', 'Health', 'Tax', 'Groceries'})",439.0,0.0000049965
"frozenset({'Clothing', 'Education', 'Motor/Travel', 'Housing', 'Groceries'})",647.0,0.0000073639
"frozenset({'Clothing', 'Education', 'Savings', 'Housing', 'Groceries'})",92.0,0.0000010471
"frozenset({'Clothing', 'Education', 'Tax', 'Housing', 'Groceries'})",257.0,0.0000029251
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing'})",193.0,0.0000021966
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries'})",6196.0,0.0000705200
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Motor/Travel'})",1260.0,0.0000143407
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Entertainment'})",507.0,0.0000057704
"frozenset({'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",1385.0,0.0000157634
"frozenset({'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Tax'})",455.0,0.0000051786
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Tax'})",305.0,0.0000034714
"frozenset({'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing', 'Tax'})",164.0,0.0000018666
"frozenset({'Clothing', 'Gambling', 'Education', 'Entertainment', 'Groceries'})",2799.0,0.0000318569
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Gambling'})",635.0,0.0000072273
"frozenset({'Clothing', 'Education', 'Entertainment', 'Gambling', 'Motor/Travel'})",1846.0,0.0000210103
"frozenset({'Clothing', 'Education', 'Entertainment', 'Gambling', 'Tax'})",436.0,0.0000049623
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Groceries'})",5181.0,0.0000589677
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Groceries'})",1944.0,0.0000221257
"frozenset({'Clothing', 'Education', 'Entertainment', 'Groceries', 'Motor/Travel'})",16400.0,0.0001866571
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Groceries'})",2256.0,0.0000256767
"frozenset({'Clothing', 'Education', 'Entertainment', 'Groceries', 'Tax'})",3682.0,0.0000419068
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Housing'})",462.0,0.0000052583
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Motor/Travel'})",3481.0,0.0000396191
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Tax'})",841.0,0.0000095719
"frozenset({'Bills and Utilities', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",3543.0,0.0000403248
"frozenset({'Bills and Utilities', 'Savings', 'Entertainment', 'Gambling', 'Motor/Travel'})",1626.0,0.0000185064
"frozenset({'Bills and Utilities', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",695.0,0.0000079102
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Tax', 'Housing'})",140.0,0.0000015934
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel'})",325.0,0.0000036990
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Tax'})",757.0,0.0000086158
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Housing'})",153.0,0.0000017414
"frozenset({'Clothing', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Tax'})",403.0,0.0000045868
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Tax', 'Housing'})",51.0,0.0000005805
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Tax'})",258.0,0.0000029364
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Entertainment', 'Groceries'})",57.0,0.0000006487
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Gambling'})",454.0,0.0000051672
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Gambling'})",464.0,0.0000052810
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Gambling', 'Tax'})",807.0,0.0000091849
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries'})",3906.0,0.0000444563
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries'})",3833.0,0.0000436254
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Tax'})",7637.0,0.0000869208
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing'})",954.0,0.0000108580
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing'})",396.0,0.0000045071
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Tax'})",1852.0,0.0000210786
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Tax', 'Groceries'})",408.0,0.0000046437
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries'})",1422.0,0.0000161845
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Groceries'})",848.0,0.0000096515
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Housing', 'Groceries'})",301.0,0.0000034258
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Motor/Travel', 'Groceries'})",2358.0,0.0000268377
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Savings', 'Groceries'})",260.0,0.0000029592
